id,player_name,pos,age,state,club_name
1517,Giacomo Raspadori ,F,19,Reserve,Sassuolo
1518,Lorenzo Polvani ,D,24,Reserve,Empoli
1519,Mehdi Léris ,F,20,Reserve,Chievo Verona
1520,Sergej Grubac ,F,18,Reserve,Chievo Verona
1521,Strahinja Tanasijevic ,D,21,Reserve,Chievo Verona
1522,Samuele Perisan ,GK,21,Reserve,Udinese
1523,Caio Vinicius Pirana ,GK,19,Reserve,Bologna
1524,Andrea Pinamonti ,F,19,Starter,Frosinone
1525,Riccardo Daga ,GK,19,Reserve,Cagliari
1526,Filippo Perucchini ,GK,27,Reserve,Empoli
1527,Fabrizio Bagheria ,GK,18,Reserve,Parma
1528,Simone Ghidotti ,GK,19,Reserve,Fiorentina
1529,Lionel Messi ,F,31,Starter,Barcelona
1530,Antoine Griezmann ,F,28,Starter,Atlético Madrid
1531,Gareth Bale ,F,29,Starter,Real Madrid
1532,Luis Suárez ,F,32,Starter,Barcelona
1533,Philippe Coutinho ,M,26,Reserve,Barcelona
1534,Marcelo ,D,30,Starter,Real Madrid
1535,Sergio Ramos ,D,33,Starter,Real Madrid
1536,Toni Kroos ,M,29,Starter,Real Madrid
1537,Luka Modric ,M,33,Starter,Real Madrid
1538,Karim Benzema ,F,31,Starter,Real Madrid
1539,Diego Costa ,F,30,Starter,Atlético Madrid
1540,Koke ,M,27,Reserve,Atlético Madrid
1541,Koke Vegas ,GK,23,Reserve,Levante
1542,Sergio Busquets ,M,30,Starter,Barcelona
1543,Ivan Rakitic ,M,31,Starter,Barcelona
1544,Thibaut Courtois ,GK,26,Starter,Real Madrid
1545,Gerard Piqué ,D,32,Starter,Barcelona
1546,Isco ,M,26,Reserve,Real Madrid
1547,Ousmane Dembélé ,F,21,Starter,Barcelona
1548,Samuel Umtiti ,D,25,Starter,Barcelona
1549,Saúl Ñíguez ,M,24,Starter,Atlético Madrid
1550,Jan Oblak ,GK,26,Starter,Atlético Madrid
1551,Vitolo ,F,29,Reserve,Atlético Madrid
1552,Raphaël Varane ,D,25,Starter,Real Madrid
1553,Sergi Roberto ,D,27,Reserve,Barcelona
1554,Álvaro Morata ,F,26,Reserve,Atlético Madrid
1555,Diego Godín ,D,33,Starter,Atlético Madrid
1556,Arturo Vidal ,M,31,Reserve,Barcelona
1557,Iñigo Martínez ,D,27,Starter,Athletic Club
1558,Jordi Alba ,D,30,Starter,Barcelona
1559,Keylor Navas ,GK,32,Reserve,Real Madrid
1560,Marc-André ter Stegen ,GK,26,Starter,Barcelona
1561,Mariano Díaz ,F,25,Reserve,Real Madrid
1562,Marco Asensio ,F,23,Starter,Real Madrid
1563,Simon Kjær ,D,30,Starter,Sevilla
1564,Daniel Carvajal ,D,27,Starter,Real Madrid
1565,Filipe Luís ,D,33,Starter,Atlético Madrid
1566,Thomas Vermaelen ,D,33,Reserve,Barcelona
1567,Kévin Gameiro ,F,31,Reserve,Valencia
1568,Rodri ,M,22,Starter,Atlético Madrid
1569,Rodrigo ,F,28,Starter,Valencia
1570,Nolito ,F,32,Reserve,Sevilla
1571,Geoffrey Kondogbia ,M,26,Starter,Valencia
1572,Juanfran ,D,34,Starter,Atlético Madrid
1573,Juanfran Moreno ,D,30,Starter,Leganés
1574,Nikola Kalinic ,F,31,Reserve,Atlético Madrid
1575,Thomas Lemar ,F,23,Starter,Atlético Madrid
1576,Éver Banega ,M,30,Starter,Sevilla
1577,Carlos Bacca ,F,32,Starter,Villarreal
1578,Raúl García ,M,32,Starter,Athletic Club
1579,Raúl García Carnero ,D,29,Reserve,Girona
1580,Gonçalo Guedes ,F,22,Reserve,Valencia
1581,Vinícius Júnior ,F,18,Reserve,Real Madrid
1582,Dani Parejo ,M,29,Reserve,Valencia
1583,Ezequiel Garay ,D,32,Reserve,Valencia
1584,Munir El Haddadi ,F,23,Reserve,Sevilla
1585,Arthur ,M,22,Starter,Barcelona
1586,Nacho ,D,29,Reserve,Real Madrid
1587,Yuri Berchiche ,D,29,Starter,Athletic Club
1588,Stefan Savic ,D,28,Reserve,Atlético Madrid
1589,Jasper Cillessen ,GK,29,Reserve,Barcelona
1590,Rafinha Alcantara ,M,26,Reserve,Barcelona
1591,Adnan Januzaj ,F,24,Reserve,Real Sociedad
1592,Malcom ,F,22,Reserve,Barcelona
1593,Diego López ,GK,37,Starter,Espanyol
1594,Jesús Navas ,M,33,Starter,Sevilla
1595,Iago Aspas ,F,31,Reserve,Celta Vigo
1596,Franco Vázquez ,M,30,Starter,Sevilla
1597,Sofiane Boufal ,M,25,Reserve,Celta Vigo
1598,Neto ,GK,29,Starter,Valencia
1599,André Silva ,F,23,Starter,Sevilla
1600,Maxime Gonalons ,M,30,Reserve,Sevilla
1601,Lucas Vázquez ,F,27,Reserve,Real Madrid
1602,Iñaki Williams ,F,24,Starter,Athletic Club
1603,Francis Coquelin ,M,27,Starter,Valencia
1604,Gabriel Paulista ,D,28,Starter,Valencia
1605,Theo Hernández ,D,21,Reserve,Real Sociedad
1606,Marc Bartra ,D,28,Reserve,Real Betis
1607,Álvaro Odriozola ,D,23,Reserve,Real Madrid
1608,Gerard Moreno ,F,27,Reserve,Villarreal
1609,Aleix Vidal ,M,29,Reserve,Sevilla
1610,David López ,D,29,Starter,Espanyol
1611,Ángel Correa ,F,24,Starter,Atlético Madrid
1612,Guido Carrillo ,F,27,Starter,Leganés
1613,Daniel Wass ,M,29,Reserve,Valencia
1614,Nélson Semedo ,D,25,Starter,Barcelona
1615,José Gayà ,D,23,Starter,Valencia
1616,Pablo Piatti ,F,30,Reserve,Espanyol
1617,Quincy Promes ,F,27,Reserve,Sevilla
1618,José Giménez ,D,24,Starter,Atlético Madrid
1619,William Carvalho ,M,27,Starter,Real Betis
1620,Sandro Ramírez ,F,23,Reserve,Real Sociedad
1621,Dani Ceballos ,M,22,Reserve,Real Madrid
1622,Willian José ,F,27,Starter,Real Sociedad
1623,Pablo Sarabia ,M,26,Starter,Sevilla
1624,Asier Illarramendi ,M,29,Starter,Real Sociedad
1625,Roque Mesa ,M,29,Reserve,Sevilla
1626,Lucas Hernández ,D,23,Reserve,Atlético Madrid
1627,Clément Lenglet ,D,23,Reserve,Barcelona
1628,Vicente Iborra ,M,31,Starter,Villarreal
1629,Bruno Soriano ,M,34,Reserve,Villarreal
1630,Borja Bastón ,F,26,Reserve,Alaves
1631,Wesley Hoedt ,D,25,Starter,Celta Vigo
1632,Casemiro ,M,27,Starter,Real Madrid
1633,Sergio Asenjo ,GK,29,Starter,Villarreal
1634,Óscar de Marcos ,D,29,Starter,Athletic Club
1635,Thomas ,M,25,Reserve,Atlético Madrid
1636,Mario Gaspar ,D,28,Starter,Villarreal
1637,Jeison Murillo ,D,26,Reserve,Barcelona
1638,Karl Toko Ekambi ,F,26,Starter,Villarreal
1639,Manu Trigueros ,M,27,Reserve,Villarreal
1640,Marko Rog ,M,23,Reserve,Sevilla
1641,Gerónimo Rulli ,GK,26,Reserve,Real Sociedad
1642,Giovani Lo Celso ,M,23,Reserve,Real Betis
1643,Douglas Luiz ,M,20,Starter,Girona
1644,Cristian Tello ,F,27,Reserve,Real Betis
1645,Mikel Oyarzabal ,F,21,Starter,Real Sociedad
1646,Ibrahim Amadou ,M,26,Reserve,Sevilla
1647,Markel Susaeta ,F,31,Reserve,Athletic Club
1648,Iker Muniain ,F,26,Starter,Athletic Club
1649,Santiago Arias ,D,27,Reserve,Atlético Madrid
1650,Sergio León ,F,30,Starter,Real Betis
1651,Mikel Merino ,M,22,Reserve,Real Sociedad
1652,Sergio Escudero ,D,29,Reserve,Sevilla
1653,Borja Iglesias ,F,26,Starter,Espanyol
1654,Ander Iturraspe ,M,30,Reserve,Athletic Club
1655,Joaquín ,F,37,Reserve,Real Betis
1656,Denis Cheryshev ,F,28,Starter,Valencia
1657,Juanmi ,F,25,Starter,Real Sociedad
1658,Ramiro Funes Mori ,D,28,Starter,Villarreal
1659,Hugo Mallo ,D,27,Starter,Celta Vigo
1660,Stanislav Lobotka ,M,24,Starter,Celta Vigo
1661,Carlos Soler ,M,22,Starter,Valencia
1662,Miguel Ángel Moyà ,GK,35,Starter,Real Sociedad
1663,Santi Cazorla ,M,34,Starter,Villarreal
1664,Jesús Vallejo ,D,22,Reserve,Real Madrid
1665,Jesé ,F,26,Reserve,Real Betis
1666,Santi Mina ,F,23,Reserve,Valencia
1667,Tomas Vaclik ,GK,30,Starter,Sevilla
1668,Wissam Ben Yedder ,F,28,Starter,Sevilla
1669,Antonio Adán ,GK,31,Reserve,Atlético Madrid
1670,Víctor Ruiz ,D,30,Starter,Villarreal
1671,Gabriel Mercado ,D,32,Reserve,Sevilla
1672,Sergi Darder ,M,25,Starter,Espanyol
1673,Cristhian Stuani ,F,32,Starter,Girona
1674,Kevin-Prince Boateng ,F,32,Reserve,Barcelona
1675,Pablo Fornals ,M,23,Reserve,Villarreal
1676,John Guidetti ,F,26,Reserve,Alaves
1677,Okay Yokuslu ,M,25,Starter,Celta Vigo
1678,Maximiliano Gómez ,F,22,Starter,Celta Vigo
1679,Diego Reyes ,D,26,Reserve,Leganés
1680,Emre Mor ,F,21,Reserve,Celta Vigo
1681,Jordi Amat ,D,27,Starter,Rayo Vallecano
1682,Martin Braithwaite ,F,27,Reserve,Leganés
1683,Giannelli Imbula ,M,26,Starter,Rayo Vallecano
1684,Dani García ,M,28,Starter,Athletic Club
1685,Sidnei ,D,29,Reserve,Real Betis
1686,Diego Llorente ,D,25,Reserve,Real Sociedad
1687,Sergio Canales ,M,28,Starter,Real Betis
1688,Aritz Aduriz ,F,38,Reserve,Athletic Club
1689,Pablo Insua ,D,25,Reserve,Huesca
1690,Yeray Álvarez ,D,24,Starter,Athletic Club
1691,Pione Sisto ,F,24,Reserve,Celta Vigo
1692,Santiago Cáseres ,M,22,Starter,Villarreal
1693,Alfonso Pedraza ,F,23,Starter,Villarreal
1694,Néstor Araujo ,D,27,Starter,Celta Vigo
1695,Beñat Etxebarria ,M,32,Starter,Athletic Club
1696,Andrés Guardado ,M,32,Reserve,Real Betis
1697,Javi García ,M,32,Starter,Real Betis
1698,Nemanja Radoja ,M,26,Reserve,Celta Vigo
1699,Mathias Jensen ,M,23,Starter,Celta Vigo
1700,Portu ,M,26,Starter,Girona
1701,Gustavo Cabral ,D,33,Reserve,Celta Vigo
1702,Joris Gnagnon ,D,22,Reserve,Sevilla
1703,Pau López ,GK,24,Starter,Real Betis
1704,Jaume Costa ,D,31,Reserve,Villarreal
1705,Guilherme Arana ,D,21,Starter,Sevilla
1706,Sergi Enrich ,F,29,Reserve,Eibar
1707,Dimitrios Siovas ,D,30,Starter,Leganés
1708,Jony ,F,27,Starter,Alaves
1709,Keko ,F,27,Starter,Valladolid
1710,Roberto Rosales ,D,30,Starter,Espanyol
1711,Víctor Sánchez ,M,31,Reserve,Espanyol
1712,Raúl Navas ,D,30,Starter,Real Sociedad
1713,Enes Ünal ,F,21,Reserve,Valladolid
1714,Mikel Balenziaga ,D,31,Reserve,Athletic Club
1715,Daniel Carriço ,D,30,Starter,Sevilla
1716,Sebastián Cristóforo ,M,25,Reserve,Getafe
1717,Javi Fuego ,M,35,Reserve,Villarreal
1718,Rúben Vezo ,D,24,Starter,Levante
1719,Takashi Inui ,F,30,Starter,Alaves
1720,Rubén Blanco ,GK,23,Starter,Celta Vigo
1721,Ibai Gómez ,F,29,Reserve,Athletic Club
1722,Andrés Fernández ,GK,32,Reserve,Villarreal
1723,Hernán Pérez ,F,30,Reserve,Espanyol
1724,Sergi Gómez ,D,27,Starter,Sevilla
1725,Cristiano Piccini ,D,26,Starter,Valencia
1726,Pedro León ,F,32,Reserve,Eibar
1727,Fabián Orellana ,F,33,Starter,Eibar
1728,Unai Simón ,GK,21,Reserve,Athletic Club
1729,Recio ,M,28,Reserve,Leganés
1730,Sabin Merino ,F,27,Reserve,Leganés
1731,Sergi Samper ,M,24,Reserve,Barcelona
1732,Nemanja Maksimovic ,M,24,Starter,Getafe
1733,José Luis Morales ,F,31,Starter,Levante
1734,Nikola Vukcevic ,M,27,Reserve,Levante
1735,Roberto ,GK,33,Reserve,Espanyol
1736,Paulo Oliveira ,D,27,Starter,Eibar
1737,Unai Núñez ,D,22,Reserve,Athletic Club
1738,Ander Capa ,D,27,Starter,Athletic Club
1739,Facundo Roncaglia ,D,32,Starter,Valencia
1740,Gonzalo Escalante ,M,26,Reserve,Eibar
1741,Xabier Etxeita ,D,31,Starter,Huesca
1742,Ryad Boudebouz ,M,29,Reserve,Celta Vigo
1743,Dimitri Foulquier ,D,26,Reserve,Getafe
1744,Kenneth Omeruo ,D,25,Reserve,Leganés
1745,Jaime Mata ,F,30,Reserve,Getafe
1746,Michael Santos ,F,26,Reserve,Leganés
1747,Marcos Llorente ,M,24,Reserve,Real Madrid
1748,Gaël Kakuta ,F,27,Starter,Rayo Vallecano
1749,Antonio Barragán ,D,31,Starter,Real Betis
1750,Iñigo Córdoba ,F,22,Reserve,Athletic Club
1751,Mario Hermoso ,D,23,Starter,Espanyol
1752,Ezequiel Muñoz ,D,28,Starter,Leganés
1753,Héctor Moreno ,D,31,Reserve,Real Sociedad
1754,Marc Muniesa ,D,27,Reserve,Girona
1755,Rubén Pérez ,M,29,Starter,Leganés
1756,Rubén Rochina ,M,28,Starter,Levante
1757,Diego Rolan ,F,26,Reserve,Alaves
1758,Gaku Shibasaki ,M,26,Reserve,Getafe
1759,Óscar Trejo ,M,30,Starter,Rayo Vallecano
1760,Javi Eraso ,M,29,Starter,Leganés
1761,Sergio Álvarez ,GK,32,Reserve,Celta Vigo
1762,Sergio Álvarez Díaz ,M,27,Reserve,Eibar
1763,Iñigo Lekue ,D,25,Reserve,Athletic Club
1764,Raúl de Tomás ,F,24,Starter,Rayo Vallecano
1765,Carles Planas ,D,28,Reserve,Girona
1766,Borja García ,M,28,Starter,Girona
1767,Rubén Sobrino ,F,26,Starter,Valencia
1768,Alexander Szymanowski ,F,30,Reserve,Leganés
1769,Mikel San José ,M,29,Reserve,Athletic Club
1770,Raphael Dwamena ,F,23,Reserve,Levante
1771,Borja Mayoral ,F,22,Reserve,Levante
1772,Kike ,F,29,Starter,Eibar
1773,Kenan Kodro ,F,25,Reserve,Athletic Club
1774,Fernando Pacheco ,GK,26,Starter,Alaves
1775,Facundo Ferreyra ,F,28,Reserve,Espanyol
1776,Mikel Vesga ,M,26,Reserve,Leganés
1777,Alex Remiro ,GK,24,Reserve,Athletic Club
1778,Jonathan Calleri ,F,25,Starter,Alaves
1779,Juan Camilo Hernández ,F,19,Reserve,Huesca
1780,Pape Diop ,M,33,Starter,Eibar
1781,Jaume Doménech ,GK,28,Reserve,Valencia
1782,Aïssa Mandi ,D,27,Starter,Real Betis
1783,José Manuel Arnáiz ,F,23,Reserve,Leganés
1784,Alejandro Gálvez ,D,29,Reserve,Rayo Vallecano
1785,Iván Ramis ,D,34,Reserve,Eibar
1786,Joseba Zaldua ,D,26,Starter,Real Sociedad
1787,Pere Pons ,M,26,Starter,Girona
1788,Zouhair Feddal ,D,29,Starter,Real Betis
1789,Álvaro García ,F,26,Starter,Rayo Vallecano
1790,Moses Simon ,F,23,Starter,Levante
1791,Franco Di Santo ,F,30,Reserve,Rayo Vallecano
1792,Jozabed Sánchez ,M,28,Reserve,Celta Vigo
1793,Aritz Elustondo ,D,25,Starter,Real Sociedad
1794,Burgui ,F,25,Reserve,Alaves
1795,Ángel Rodríguez ,F,31,Starter,Getafe
1796,David Soria ,GK,26,Starter,Getafe
1797,Coke ,D,31,Reserve,Levante
1798,Juanpi Añor ,F,25,Starter,Huesca
1799,Vitorino Antunes ,D,32,Starter,Getafe
1800,Yoel Rodríguez ,GK,30,Reserve,Valladolid
1801,Juanpe ,D,27,Starter,Girona
1802,Unai López ,M,23,Reserve,Athletic Club
1803,Álvaro González ,D,29,Starter,Villarreal
1804,Carles Aleñà ,M,21,Reserve,Barcelona
1805,Samu Sáiz ,M,28,Reserve,Getafe
1806,Federico Valverde ,M,20,Reserve,Real Madrid
1807,José Ángel ,D,29,Starter,Eibar
1808,Duje Cop ,F,29,Reserve,Valladolid
1809,Bebé ,F,28,Reserve,Rayo Vallecano
1810,Álex Granell ,M,30,Starter,Girona
1811,Youssef En-Nesyri ,F,21,Reserve,Leganés
1812,Iván Cuéllar ,GK,34,Starter,Leganés
1813,Mauro Arambarri ,M,23,Starter,Getafe
1814,Mario Suárez ,M,32,Reserve,Rayo Vallecano
1815,David Juncà ,D,25,Starter,Celta Vigo
1816,Edinaldo Gomes Pereira ,D,30,Reserve,Espanyol
1817,Jon Bautista ,F,23,Reserve,Real Sociedad
1818,Dídac Vilà ,D,29,Starter,Espanyol
1819,Lei Wu ,F,27,Starter,Espanyol
1820,Bernardo Espinosa ,D,29,Reserve,Girona
1821,Álex Gallar ,F,27,Reserve,Huesca
1822,Rubén Peña ,D,27,Starter,Eibar
1823,Jorge Miramón ,D,29,Reserve,Huesca
1824,Mubarak Wakaso ,M,28,Reserve,Alaves
1825,Daniel Raba ,F,23,Reserve,Villarreal
1826,José Pozo ,M,23,Reserve,Rayo Vallecano
1827,Joan Jordán ,M,24,Starter,Eibar
1828,Ximo Navarro ,D,29,Starter,Alaves
1829,Anthony Lozano ,F,25,Reserve,Girona
1830,Emiliano Velázquez ,D,24,Reserve,Rayo Vallecano
1831,David Zurutuza ,M,32,Reserve,Real Sociedad
1832,Mouctar Diakhaby ,D,22,Reserve,Valencia
1833,Johan Mojica ,D,26,Reserve,Girona
1834,Charles ,F,35,Starter,Eibar
1835,Uche Agbo ,M,23,Reserve,Rayo Vallecano
1836,Pablo Hervías ,F,26,Starter,Valladolid
1837,Abdoulaye Ba ,D,28,Starter,Rayo Vallecano
1838,Djené ,D,27,Starter,Getafe
1839,Andrii Lunin ,GK,20,Reserve,Leganés
1840,Iago Herrerín ,GK,31,Starter,Athletic Club
1841,Martin Aguirregabiria ,D,22,Reserve,Alaves
1842,Rubén Duarte ,D,23,Starter,Alaves
1843,Nacho Martínez ,D,30,Starter,Valladolid
1844,Cheick Doukouré ,M,26,Reserve,Levante
1845,Nabil El Zhar ,F,32,Starter,Leganés
1846,Ignasi Miquel ,D,26,Reserve,Getafe
1847,Patrick Twumasi ,F,24,Reserve,Alaves
1848,Tomás Pina ,M,31,Starter,Alaves
1849,Esteban Granero ,M,31,Starter,Espanyol
1850,Pablo de Blasis ,F,31,Reserve,Eibar
1851,Marc Roca ,M,22,Starter,Espanyol
1852,Mikel Rico ,M,34,Reserve,Athletic Club
1853,Míchel ,M,30,Starter,Valladolid
1854,Amath Ndiaye ,F,22,Starter,Getafe
1855,Allan Nyom ,D,30,Reserve,Leganés
1856,Patrick Roberts ,F,22,Reserve,Girona
1857,Pedro Alcalá ,D,30,Starter,Girona
1858,Marko Dmitrovic ,GK,27,Reserve,Eibar
1859,Júnior Firpo ,D,22,Reserve,Real Betis
1860,Seydou Doumbia ,F,31,Reserve,Girona
1861,Bruno González ,D,28,Starter,Getafe
1862,Gonzalo Melero ,M,25,Reserve,Huesca
1863,Luis Advíncula ,D,29,Starter,Rayo Vallecano
1864,Adrián Marín ,D,22,Reserve,Alaves
1865,Gorka Iraizoz ,GK,38,Reserve,Girona
1866,Kevin Vázquez ,D,26,Reserve,Celta Vigo
1867,Loren Morón ,F,25,Reserve,Real Betis
1868,Roger Martí ,F,28,Starter,Levante
1869,Víctor Laguardia ,D,29,Starter,Alaves
1870,Aday ,D,31,Reserve,Girona
1871,Damián Musto ,M,31,Reserve,Huesca
1872,Fran Beltrán ,M,20,Reserve,Celta Vigo
1873,Luismi ,M,26,Reserve,Valladolid
1874,Antonio Luna ,D,28,Starter,Levante
1875,Brahim Díaz ,M,19,Reserve,Real Madrid
1876,Brais Méndez ,F,22,Starter,Celta Vigo
1877,Gerard Gumbau ,M,24,Starter,Leganés
1878,Rodrigo Ely ,D,25,Reserve,Alaves
1879,Joel Robles ,GK,28,Reserve,Real Betis
1880,Unai Bustinza ,D,27,Reserve,Leganés
1881,David Costas ,D,24,Starter,Celta Vigo
1882,Luisinho ,D,33,Reserve,Huesca
1883,Kévin Rodrigues ,D,25,Starter,Real Sociedad
1884,Carlos Vigaray ,D,24,Reserve,Alaves
1885,Toni Villa ,F,24,Reserve,Valladolid
1886,Jordi Calavera ,D,23,Reserve,Eibar
1887,Toni Lato ,D,21,Reserve,Valencia
1888,Óscar Plano ,F,28,Starter,Valladolid
1889,Guillermo Maripán ,D,24,Starter,Alaves
1890,Óscar Duarte ,D,29,Reserve,Espanyol
1891,Enis Bardhi ,M,23,Starter,Levante
1892,Oier Olazábal ,GK,29,Reserve,Levante
1893,Damián Suárez ,D,30,Starter,Getafe
1894,Jonás Ramalho ,D,25,Starter,Girona
1895,Sergio Reguilón ,D,22,Reserve,Real Madrid
1896,Pere Milla ,F,26,Reserve,Eibar
1897,Sergio García ,F,35,Reserve,Espanyol
1898,Francisco Portillo ,M,28,Starter,Getafe
1899,Jonathan Silva ,D,24,Starter,Leganés
1900,Andrew Hjulsager ,F,24,Reserve,Celta Vigo
1901,Igor Zubeldia ,M,22,Starter,Real Sociedad
1902,Sergi Guardiola ,F,27,Starter,Valladolid
1903,Jorge Molina ,F,36,Starter,Getafe
1904,Erick Cabaco ,D,23,Starter,Levante
1905,José Campaña ,M,25,Starter,Levante
1906,Jean-Clair Todibo ,D,19,Reserve,Barcelona
1907,Rubén Alcaraz ,M,27,Starter,Valladolid
1908,Yangel Herrera ,M,21,Reserve,Huesca
1909,Gorka Elustondo ,M,32,Reserve,Rayo Vallecano
1910,Oscar Melendo ,M,21,Starter,Espanyol
1911,Javi López ,D,33,Reserve,Espanyol
1912,David Ferreiro ,F,31,Reserve,Huesca
1913,Ferrán Torres ,F,19,Reserve,Valencia
1914,Bono ,GK,28,Starter,Girona
1915,Antoñito ,D,31,Starter,Valladolid
1916,Kiko Olivas ,D,30,Starter,Valladolid
1917,Francis Guerrero ,D,23,Starter,Real Betis
1918,Fernando Calero ,D,23,Starter,Valladolid
1919,Aitor Fernández ,GK,27,Starter,Levante
1920,Jordi Masip ,GK,30,Starter,Valladolid
1921,Carlos Akapo ,D,26,Starter,Huesca
1922,Mathieu Flamini ,M,35,Reserve,Getafe
1923,Toño ,D,29,Reserve,Levante
1924,Álvaro Medrán ,M,25,Reserve,Rayo Vallecano
1925,Chema ,D,27,Reserve,Levante
1926,Mariano Barbosa ,GK,34,Reserve,Villarreal
1927,Santi Comesaña ,M,22,Starter,Rayo Vallecano
1928,Moisés Delgado ,D,24,Reserve,Valladolid
1929,Asier Riesgo ,GK,35,Starter,Eibar
1930,Joaquín Fernández ,D,22,Reserve,Valladolid
1931,Tito ,D,33,Reserve,Rayo Vallecano
1932,Sergio Postigo ,D,30,Reserve,Levante
1933,Leandro Chichizola ,GK,29,Reserve,Getafe
1934,Daniele Bonera ,D,37,Reserve,Villarreal
1935,Javi Guerra ,F,37,Reserve,Rayo Vallecano
1936,Javi Galán ,F,24,Starter,Huesca
1937,Moi Gómez ,M,24,Starter,Huesca
1938,Alejandro Catena ,D,24,Reserve,Rayo Vallecano
1939,Daniele Verde ,F,22,Reserve,Valladolid
1940,Àlex Moreno ,D,25,Starter,Rayo Vallecano
1941,Jason ,F,24,Reserve,Levante
1942,Markel Bergara ,M,32,Reserve,Getafe
1943,Pedro López ,D,35,Reserve,Levante
1944,Rober Pier ,D,24,Starter,Levante
1945,Rubén Pardo ,M,26,Starter,Real Sociedad
1946,Darko Brasanac ,M,27,Starter,Alaves
1947,Miguelón ,D,23,Reserve,Villarreal
1948,Christian Rivera ,M,21,Starter,Huesca
1949,Leandro Cabrera ,D,27,Reserve,Getafe
1950,Luca Sangalli ,M,24,Reserve,Real Sociedad
1951,Andoni Gorosabel ,D,22,Reserve,Real Sociedad
1952,Rodrigo Tarín ,D,22,Reserve,Leganés
1953,Stiven Plaza ,F,20,Reserve,Valladolid
1954,Adrián Embarba ,F,26,Reserve,Rayo Vallecano
1955,Juan Aguilera ,M,33,Reserve,Huesca
1956,Maximilian Wöber ,D,21,Reserve,Sevilla
1957,Pedro Bigas ,D,28,Reserve,Eibar
1958,Vasyl Kravets ,D,21,Reserve,Leganés
1959,Borja Fernández ,M,38,Reserve,Valladolid
1960,Andrés Prieto ,GK,25,Reserve,Leganés
1961,Álex López ,M,21,Reserve,Espanyol
1962,Diego Lainez ,F,18,Starter,Real Betis
1963,Lucas Olaza ,D,24,Reserve,Celta Vigo
1964,Antonio Sivera ,GK,22,Reserve,Alaves
1965,Aleix García ,M,21,Reserve,Girona
1966,Alberto García ,GK,34,Starter,Rayo Vallecano
1967,Enric Gallego ,F,32,Starter,Huesca
1968,Aleksandar Jovanovic ,GK,26,Reserve,Huesca
1969,Martín Merquelanz ,F,23,Reserve,Real Sociedad
1970,Javi Puado ,F,20,Reserve,Espanyol
1971,Mathías Olivera ,D,21,Reserve,Getafe
1972,Roberto Santamaría ,GK,34,Starter,Huesca
1973,Alfa Semedo ,M,21,Reserve,Espanyol
1974,Jorge Pulido ,D,28,Starter,Huesca
1975,Anuar ,M,24,Reserve,Valladolid
1976,Ezequiel Ávila ,F,25,Starter,Huesca
1977,Wilfrid Kaptoum ,M,22,Starter,Real Betis
1978,Marc Cucurella ,D,20,Starter,Eibar
1979,Emerson de Souza Junior ,D,20,Reserve,Real Betis
1980,Gorka Guruzeta ,F,22,Reserve,Athletic Club
1981,Stole Dimitrievski ,GK,25,Reserve,Rayo Vallecano
1982,Rubén Yáñez ,GK,25,Reserve,Getafe
1983,Marc Cardona ,F,23,Reserve,Eibar
1984,Juan Soriano ,GK,21,Reserve,Sevilla
1985,Peru Nolaskoain ,D,20,Reserve,Athletic Club
1986,Anaitz Arbilla ,D,31,Starter,Eibar
1987,Javi Moyano ,D,33,Reserve,Valladolid
1988,Álex Blanco ,F,20,Reserve,Alaves
1989,Lluis López ,D,22,Reserve,Espanyol
1990,Pedro Porro ,D,19,Starter,Girona
1991,Luca Zidane ,GK,20,Reserve,Real Madrid
1992,Juanjo Camacho ,M,38,Reserve,Huesca
1993,Robin Le Normand ,D,22,Reserve,Real Sociedad
1994,Óscar Rodríguez ,M,20,Starter,Leganés
1995,Valery Fernández ,F,19,Reserve,Girona
1996,Sergio Akieme ,D,21,Reserve,Rayo Vallecano
1997,Adrián Diéguez ,D,23,Starter,Huesca
1998,Kang-in Lee ,M,18,Reserve,Valencia
1999,Borja Garcés ,F,19,Reserve,Atlético Madrid
2000,Samuel Chukwueze ,F,19,Reserve,Villarreal
2001,Francisco Montero ,D,20,Reserve,Atlético Madrid
2002,Javi Varas ,GK,36,Reserve,Huesca
2003,Nehuén Pérez ,D,18,Reserve,Atlético Madrid
2004,Neymar ,F,27,Starter,PSG
2005,Kylian Mbappé ,F,20,Starter,PSG
2006,Edinson Cavani ,F,32,Starter,PSG
2007,Thiago Silva ,D,34,Starter,PSG
2008,Marquinhos ,D,24,Reserve,PSG
2009,Ángel Di María ,F,31,Starter,PSG
2010,Mario Balotelli ,F,28,Reserve,Marseille
2011,Falcao ,F,33,Starter,Monaco
2012,Dani Alves ,D,35,Starter,PSG
2013,Gianluigi Buffon ,GK,41,Reserve,PSG
2014,Presnel Kimpembe ,D,23,Starter,PSG
2015,Dimitri Payet ,M,32,Starter,Marseille
2016,Julian Draxler ,M,25,Reserve,PSG
2017,Marco Verratti ,M,26,Starter,PSG
2018,Gelson Martins ,F,23,Starter,Monaco
2019,Cesc Fàbregas ,M,31,Starter,Monaco
2020,Layvin Kurzawa ,D,26,Reserve,PSG
2021,Luiz Gustavo ,M,31,Starter,Marseille
2022,Juan Bernat ,D,26,Reserve,PSG
2023,Thilo Kehrer ,D,22,Reserve,PSG
2024,Adrien Silva ,M,30,Starter,Monaco
2025,Florian Thauvin ,F,26,Starter,Marseille
